text,popularity,meaning1,meaning2
di seta,223234,"used to indicate possession, after the thing owned and before the owner; of; ’s",silk
nostra vita,223201,feminine singular of nostro,life
codice penale,223194,code (all meanings),"penal, criminal"
di parole,223173,"used to indicate possession, after the thing owned and before the owner; of; ’s",plural of parola (“words”)
Gazzetta Ufficiale,223153,gazette,official
era andato,223152,"age, epoch, period",past participle of andare
anche questo,223089,"also, too, as well, besides","this, these"
si mosse,223054,"oneself, himself, herself, itself, themselves",plural of mossa
che Dio,222868,what; which,"god, deity"
la dimensione,222792,the,dimension
quali non,222655,plural of quale,not
ho trovato,222644,first-person singular present indicative of avere and (obsolete) havere,past participle of trovare
risarcimento del,222620,compensation (for),"contraction of di + il; some, of the, from the"
a raggiungere,222546,"The first letter of the Italian alphabet, called a and written in the Latin script.","to reach, arrive at, get to, touch"
il Ministro,222502,the,minister
come mi,222433,how,clitic accusative of io. me
di buon,222315,"used to indicate possession, after the thing owned and before the owner; of; ’s",apocopic form of buono
sarebbe mai,222287,third-person singular conditional of essere,never
presso l',222245,"nearby, near, close","apocopic form of il/lo, la: the"
quando lui,222214,when,he
ecco che,222052,"used to call someone's attention to suddenly approaching or appearing beings or things; here is..., there is...",what; which
del fiume,222036,"contraction of di + il; some, of the, from the",river
era davvero,221977,"age, epoch, period","really, in fact"
certo senso,221877,"certain, sure",sense
pronta a,221871,feminine singular of pronto,"The first letter of the Italian alphabet, called a and written in the Latin script."
condizione che,221858,condition,what; which
beni e,221711,plural of bene,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
non potevano,221663,not,third-person plural imperfect indicative of potere
dei requisiti,221502,"contraction of di + i; of the, from the",masculine plural of requisito
la salute,221481,the,"health, wellbeing"
l' esame,221426,"apocopic form of il/lo, la: the","examination, test"
la competenza,221355,the,competence
tende a,221344,plural of tenda,"The first letter of the Italian alphabet, called a and written in the Latin script."
dagli altri,221301,"compound of da', the second-person singular imperative form of dare, with gli","someone else, another"
già da,221234,"already, yet",from (all senses)
di lasciare,221230,"used to indicate possession, after the thing owned and before the owner; of; ’s",to leave (to leave something behind)
esigenze di,221145,plural of esigenza,"used to indicate possession, after the thing owned and before the owner; of; ’s"
qualche istante,221140,few,"moment, instant, jiffy"
le prove,221140,the,plural of prova
mese di,221138,month,"used to indicate possession, after the thing owned and before the owner; of; ’s"
un essere,221068,"apocopic form of uno: a, an",Used as a copula. to be
la coscienza,221044,the,conscience
la lettura,220992,the,reading (all senses)
con nota,220988,"with, together",note (in all senses)
il contrario,220957,the,"contrary, opposite, alien"
la chiesa,220927,the,church
portare a,220894,"to bring, fetch, take, carry","The first letter of the Italian alphabet, called a and written in the Latin script."
proprio il,220775,"one's, one's own, her (own), its (own), their (own)",the
centro del,220754,"centre, center","contraction of di + il; some, of the, from the"
ed egli,220683,"alternative form of e for euphony, especially before /e/ or /ɛ/; and",he
fra la,220573,between,the
portato a,220465,"second-hand, used","The first letter of the Italian alphabet, called a and written in the Latin script."
primo piano,220430,first,plane
una prima,220427,feminine singular of uno,feminine singular of primo
qualche tempo,220352,few,time
circa il,220305,"regarding, concerning",the
una scelta,220291,feminine singular of uno,choice
e spesso,220165,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",thick
che spesso,220100,what; which,thick
il successo,219957,the,success
cosa non,219929,"thing, matter",not
morte del,219863,death,"contraction of di + il; some, of the, from the"
si aprì,219859,"oneself, himself, herself, itself, themselves",third-person singular past historic of aprire
la proprietà,219796,the,"ownership, proprietorship, property"
ragioni di,219764,plural of ragione,"used to indicate possession, after the thing owned and before the owner; of; ’s"
di creare,219735,"used to indicate possession, after the thing owned and before the owner; of; ’s",to create
di garanzia,219703,"used to indicate possession, after the thing owned and before the owner; of; ’s","guarantee, warrant, security"
l' amico,219694,"apocopic form of il/lo, la: the","friend, companion, partner"
fatto in,219667,"done, made",in
la nonna,219636,the,"grandmother, granny"
e perciò,219567,"The fifth letter of the Italian alphabet, called e and written in the Latin script.","so, therefore, consequently, thus"
la bellezza,219514,the,beauty
chi era,219451,"who, whom; whoever","age, epoch, period"
una vecchia,219436,feminine singular of uno,feminine singular of vecchio
grande e,219345,of greater physical dimensions or numerosity,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
poi non,219298,then,not
che abbiano,219223,what; which,inflection of avere:
che avete,219215,what; which,second-person plural present indicative of avere
riforma del,219201,reform,"contraction of di + il; some, of the, from the"
dare una,219197,to give (to transfer the possession/holding of something to someone else),feminine singular of uno
un percorso,219182,"apocopic form of uno: a, an",distance
Dio e,219154,"god, deity","The fifth letter of the Italian alphabet, called e and written in the Latin script."
secondo quanto,219148,second,"how much, how many, however much, however many"
smettere di,219020,to stop or cease,"used to indicate possession, after the thing owned and before the owner; of; ’s"
è sufficiente,218990,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation","sufficient, enough"
quanto più,218985,"how much, how many, however much, however many",comparative degree of molto; more
per motivi,218977,for,plural of motivo
cominciava a,218975,third-person singular imperfect indicative of cominciare,"The first letter of the Italian alphabet, called a and written in the Latin script."
se questo,218963,abbreviation of sudest; southeast,"this, these"
mano sul,218913,hand,contraction of su + il: on the
come tutti,218831,how,"all; everybody, everyone"
suoi amici,218688,masculine plural of suo,masculine plural of amico
da ultimo,218620,from (all senses),last
tenuto a,218501,"obliged, indebted, grateful, bound to someone","The first letter of the Italian alphabet, called a and written in the Latin script."
le varie,218390,the,feminine plural of vario
lo sapeva,218299,"the form of il that is used before the so-called impure consonants, that is, s+consonant (impure s), gn, pn, ps, x, y, or z, and before i+vocal, bd, cn, ct, dm, ft, mn, pt, tm and also ts; before a vowel it becomes l'; the",third-person singular imperfect indicative of sapere
fare qualcosa,218290,to do,something
in pochi,218174,in,masculine plural of poco
della cucina,218167,"contraction of di la; of the, from the",kitchen
a più,218146,"The first letter of the Italian alphabet, called a and written in the Latin script.",comparative degree of molto; more
era diventato,218012,"age, epoch, period",past participle of diventare
nel tentativo,217975,contraction of in il; in the,"attempt, try, effort, shot, endeavour/endeavor"
in compagnia,217885,in,"company, companionship, fellowship, society, people"
una simile,217852,feminine singular of uno,similar
non vedo,217805,not,first-person singular present indicative of vedere
un evento,217729,"apocopic form of uno: a, an",event
nel contesto,217691,contraction of in il; in the,"context, setting"
alcuni dei,217657,"plural of alcuno (“some, a few”)","contraction of di + i; of the, from the"
non poté,217648,not,third-person singular past historic of potere
due ore,217615,two,plural of ora
libro di,217579,book,"used to indicate possession, after the thing owned and before the owner; of; ’s"
l' operazione,217493,"apocopic form of il/lo, la: the",operation (in all senses)
è andato,217482,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",past participle of andare
principio della,217367,"beginning, start, inception","contraction of di la; of the, from the"
lo era,217305,"the form of il that is used before the so-called impure consonants, that is, s+consonant (impure s), gn, pn, ps, x, y, or z, and before i+vocal, bd, cn, ct, dm, ft, mn, pt, tm and also ts; before a vowel it becomes l'; the","age, epoch, period"
provincia di,217272,"province, also used generically (but not officially) to refer to non-federal administrative divisions or to the area around a big city","used to indicate possession, after the thing owned and before the owner; of; ’s"
può avere,217235,third-person singular present indicative of potere,to have
l' occhio,217233,"apocopic form of il/lo, la: the",eye
la sanzione,217181,the,"sanction, approval"
te l',217120,"you, thee","apocopic form of il/lo, la: the"
dei costi,217088,"contraction of di + i; of the, from the",inflection of costare:
aveva trovato,217027,third-person singular imperfect indicative of avere,past participle of trovare
di storia,216991,"used to indicate possession, after the thing owned and before the owner; of; ’s",history
in secondo,216944,in,second
si trovavano,216934,"oneself, himself, herself, itself, themselves",third-person plural imperfect indicative of trovare
fini del,216905,"plural of fine (“end, conclusion”)","contraction of di + il; some, of the, from the"
che esso,216882,what; which,it
il segno,216846,the,sign
ad uno,216754,initialism of amministratore delegato (“CEO”),one
per forza,216580,for,force
braccio e,216553,arm,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
te la,216530,"you, thee",the
una macchina,216517,feminine singular of uno,machine
certo non,216469,"certain, sure",not
prese a,216441,feminine plural of preso,"The first letter of the Italian alphabet, called a and written in the Latin script."
ci hanno,216436,The name of the Latin script letter C/c.; cee,third-person plural present indicative of avere and (obsolete) havere
aveva deciso,216422,third-person singular imperfect indicative of avere,past participle of decidere
un mezzo,216373,"apocopic form of uno: a, an","half, middle"
o tre,216248,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script.",three
me non,216166,me,not
ma aveva,216055,"but, however",third-person singular imperfect indicative of avere
per anni,216041,for,plural of anno
in gola,215991,in,throat (gullet or windpipe)
procedure di,215964,plural of procedura,"used to indicate possession, after the thing owned and before the owner; of; ’s"
il fenomeno,215881,the,phenomenon (all meanings)
si mette,215843,"oneself, himself, herself, itself, themselves",third-person singular present indicative of mettere
mio amico,215802,my; of mine (used attributively),"friend, companion, partner"
riguardo alla,215793,"respect, connection, regard","contraction of a + la; to the, at the"
di prodotti,215752,"used to indicate possession, after the thing owned and before the owner; of; ’s",plural of prodotto
to the,215739,,misspelling of tè
dare un,215664,to give (to transfer the possession/holding of something to someone else),"apocopic form of uno: a, an"
altre cose,215659,feminine plural of altro,plural of cosa
pensato di,215642,well thought-out or considered,"used to indicate possession, after the thing owned and before the owner; of; ’s"
i seguenti,215631,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",plural of seguente
in discussione,215603,in,discussion
che qui,215586,what; which,here
alzò e,215574,third-person singular past historic of alzare,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
mondo che,215554,world,what; which
con voi,215513,"with, together",you (second person plural)
siamo in,215510,inflection of essere:,in
dei cittadini,215347,"contraction of di + i; of the, from the",plural of cittadino
quel periodo,215284,"apocopic form of quello, used before a consonant (except impure s, gn, pn, ps, x, z)","period, time, span, run"
poi a,215244,then,"The first letter of the Italian alphabet, called a and written in the Latin script."
la base,215195,the,"base, alkaline"
in aria,215133,in,air
di difesa,215126,"used to indicate possession, after the thing owned and before the owner; of; ’s",feminine singular of difeso
vide che,215088,third-person singular past historic of vedere,what; which
suo amico,215069,"his, her, its","friend, companion, partner"
da queste,215012,from (all senses),feminine plural of questo
nella zona,215008,contraction of in la; in the,"a zone, area or district"
hai ragione,214924,second-person singular present indicative of avere and (obsolete) havere,"reason, intellect"
miliardi di,214910,plural of miliardo,"used to indicate possession, after the thing owned and before the owner; of; ’s"
noi siamo,214907,we; us,inflection of essere:
di vigilanza,214849,"used to indicate possession, after the thing owned and before the owner; of; ’s",supervision
la Commissione,214847,the,"commission, committee, board (body of officials)"
una porta,214845,feminine singular of uno,gate
di rischio,214807,"used to indicate possession, after the thing owned and before the owner; of; ’s","risk, chance, hazard, peril, danger"
su quella,214803,"up, upstairs",feminine singular of quello
di cinque,214782,"used to indicate possession, after the thing owned and before the owner; of; ’s",five
e tra,214743,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",between
mai stata,214733,never,feminine singular of stato
caso che,214721,"chance, fate",what; which
qualche cosa,214713,few,"thing, matter"
l' elemento,214501,"apocopic form of il/lo, la: the",element
sua morte,214409,feminine singular of suo,death
Italia e,214323,Italy (a country in Southern Europe),"The fifth letter of the Italian alphabet, called e and written in the Latin script."
come sono,214244,how,"first-person singular present indicative of essere: (I) am, I'm"
senza un,214147,without,"apocopic form of uno: a, an"
lungo e,214092,long,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
il Ministero,214077,the,ministry
l' area,213959,"apocopic form of il/lo, la: the","area, surface"
cenno di,213955,sign; nod,"used to indicate possession, after the thing owned and before the owner; of; ’s"
le domande,213952,the,plural of domanda
lettera di,213928,letter (symbol in an alphabet),"used to indicate possession, after the thing owned and before the owner; of; ’s"
fatto è,213870,"done, made","Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation"
tua vita,213863,feminine singular of tuo,life
di passare,213848,"used to indicate possession, after the thing owned and before the owner; of; ’s",to pass (all senses)
come fosse,213809,how,third-person singular imperfect subjunctive of essere
l' avvocato,213738,"apocopic form of il/lo, la: the","lawyer, counsel, solicitor, barrister (male)"
il fiume,213605,the,river
quanto mi,213489,"how much, how many, however much, however many",clitic accusative of io. me
posto che,213477,past participle of porre,what; which
avevo mai,213456,first-person singular imperfect indicative of avere,never
che dopo,213365,what; which,later
ai nostri,213318,"contraction of a i; to the, at the",masculine plural of nostro
era lì,213303,"age, epoch, period","there, in that place"
prima ancora,213283,feminine singular of primo,still
fare i,213267,to do,"The ninth letter of the Italian alphabet, called i and written in the Latin script."
la settimana,213214,the,week
d' occhio,213209,apocopic form of di: of,eye
che ormai,213102,what; which,"by now, by this time, now, at this point, by then"
in acqua,213101,in,water
si vedeva,213050,"oneself, himself, herself, itself, themselves",third-person singular imperfect indicative of vedere
più e,213045,comparative degree of molto; more,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
l' eventuale,212968,"apocopic form of il/lo, la: the","possible, potential, contingent"
giorni prima,212846,days,feminine singular of primo
come ho,212831,how,first-person singular present indicative of avere and (obsolete) havere
lei a,212810,she,"The first letter of the Italian alphabet, called a and written in the Latin script."
ora è,212805,hour (a unit of time of one twenty-fourth of a day (sixty minutes)),"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation"
di stato,212769,"used to indicate possession, after the thing owned and before the owner; of; ’s","state (physical property of matter as solid, liquid, gas or plasma)"
gli obiettivi,212741,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the",masculine plural of obiettivo
d' altronde,212634,apocopic form of di: of,"elsewhere, somewhere else"
soprattutto per,212533,"above all, most, most of all",for
della salute,212516,"contraction of di la; of the, from the","health, wellbeing"
tutto in,212459,all,in
giorni dopo,212440,days,later
dei valori,212300,"contraction of di + i; of the, from the",plural of valore
la carne,212276,the,"meat, flesh"
di gran,212257,"used to indicate possession, after the thing owned and before the owner; of; ’s",apocopic form of grande m or f by sense
riusciti a,212102,masculine plural of riuscito,"The first letter of the Italian alphabet, called a and written in the Latin script."
mettere a,212086,"to put, to place, to lay, to set","The first letter of the Italian alphabet, called a and written in the Latin script."
per ora,212011,for,hour (a unit of time of one twenty-fourth of a day (sixty minutes))
impressione di,211997,feeling,"used to indicate possession, after the thing owned and before the owner; of; ’s"
gli abitanti,211984,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the",plural of abitante
se a,211984,abbreviation of sudest; southeast,"The first letter of the Italian alphabet, called a and written in the Latin script."
le cause,211868,the,plural of causa
si muove,211857,"oneself, himself, herself, itself, themselves",third-person singular present indicative of muovere
molto di,211839,"much, very much, a lot (with verbs)","used to indicate possession, after the thing owned and before the owner; of; ’s"
esigenza di,211838,"requirement, need","used to indicate possession, after the thing owned and before the owner; of; ’s"
tutela del,211791,"guardianship, tutorship","contraction of di + il; some, of the, from the"
figlia di,211790,daughter,"used to indicate possession, after the thing owned and before the owner; of; ’s"
il territorio,211786,the,territory
si strinse,211706,"oneself, himself, herself, itself, themselves",third-person singular past historic of stringere
alla propria,211702,"contraction of a + la; to the, at the",feminine singular of proprio
storia e,211618,history,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
bene a,211568,"upper-class, posh, high","The first letter of the Italian alphabet, called a and written in the Latin script."
a forma,211556,"The first letter of the Italian alphabet, called a and written in the Latin script.",form
secondo me,211538,second,me
articolo è,211480,article,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation"
problema di,211406,problem,"used to indicate possession, after the thing owned and before the owner; of; ’s"
loro di,211398,"they, them","used to indicate possession, after the thing owned and before the owner; of; ’s"
la camicia,211381,the,"shirt, dress shirt"
che altro,211367,what; which,"other, another, more, further, else"
era riuscito,211277,"age, epoch, period",that has had a certain outcome or result
della prova,211166,"contraction of di la; of the, from the","trial, test, experiment"
cosa fare,211126,"thing, matter",to do
le orecchie,211099,the,plural of orecchio
vi ho,211096,"second-person personal plural object pronoun: you, to you",first-person singular present indicative of avere and (obsolete) havere
funzioni di,211090,plural of funzione,"used to indicate possession, after the thing owned and before the owner; of; ’s"
fin da,210979,apocopic form of fine,from (all senses)
di dieci,210974,"used to indicate possession, after the thing owned and before the owner; of; ’s",ten
delle opere,210839,"contraction of di le; of the, from the",plural of opera
spese di,210829,plural of spesa,"used to indicate possession, after the thing owned and before the owner; of; ’s"
dalla porta,210799,"contraction of da + la, literally “from the”",gate
tu che,210741,you (singular); thou,what; which
ma prima,210732,"but, however",feminine singular of primo
di gente,210589,"used to indicate possession, after the thing owned and before the owner; of; ’s",noble
bianco e,210529,white (bright and colourless/colorless),"The fifth letter of the Italian alphabet, called e and written in the Latin script."
l' argomento,210463,"apocopic form of il/lo, la: the","topic, matter, subject, issue, point (subject)"
nelle quali,210450,contraction of in le; in the,plural of quale
a stare,210388,"The first letter of the Italian alphabet, called a and written in the Latin script.","to stay, remain"
e nemmeno,210309,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",not even
di fiducia,210300,"used to indicate possession, after the thing owned and before the owner; of; ’s","trust, faith"
la vendita,210278,the,sale
di attuazione,210245,"used to indicate possession, after the thing owned and before the owner; of; ’s","carrying out, effecting"
buona fede,210240,feminine singular of buono,"faith, belief"
una sera,210210,feminine singular of uno,evening
un pensiero,210196,"apocopic form of uno: a, an",thought
tre volte,209985,three,plural of volta
per prima,209982,for,feminine singular of primo
quasi a,209980,"almost, nearly","The first letter of the Italian alphabet, called a and written in the Latin script."
mia famiglia,209950,feminine singular of mio,family
l' alto,209887,"apocopic form of il/lo, la: the","high, tall"
alla casa,209757,"contraction of a + la; to the, at the",house
dal mio,209750,contraction of da + il; from the,my; of mine (used attributively)
sicuro di,209694,safe; secure,"used to indicate possession, after the thing owned and before the owner; of; ’s"
sulla terra,209674,"plant of the genus Sulla, particularly Sulla coronaria.",ground
se una,209671,abbreviation of sudest; southeast,feminine singular of uno
ho chiesto,209571,first-person singular present indicative of avere and (obsolete) havere,past participle of chiedere
a qualsiasi,209523,"The first letter of the Italian alphabet, called a and written in the Latin script.",any
un effetto,209523,"apocopic form of uno: a, an",effect (in all senses)
moglie e,209504,wife,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
una semplice,209491,feminine singular of uno,simple
la sede,209480,the,venue
i processi,209426,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",plural of processo
la conversazione,209335,the,"conversation, talk, interview"
di fondo,209280,"used to indicate possession, after the thing owned and before the owner; of; ’s",deep
abbiamo fatto,209198,inflection of avere:,"done, made"
viene a,208983,third-person singular present indicative of venire,"The first letter of the Italian alphabet, called a and written in the Latin script."
la previsione,208951,the,"prediction, forecast"
a tenere,208914,"The first letter of the Italian alphabet, called a and written in the Latin script.",to hold
tutti quelli,208864,"all; everybody, everyone",masculine plural of quello
famiglia di,208848,family,"used to indicate possession, after the thing owned and before the owner; of; ’s"
guerra mondiale,208784,"war, warfare","world, worldwide"
un movimento,208759,"apocopic form of uno: a, an",movement
non come,208756,not,how
delle finanze,208712,"contraction of di le; of the, from the",plural of finanza
da ciò,208592,from (all senses),this
momenti di,208586,plural of momento,"used to indicate possession, after the thing owned and before the owner; of; ’s"
ragione di,208579,"reason, intellect","used to indicate possession, after the thing owned and before the owner; of; ’s"
dal letto,208562,contraction of da + il; from the,bed
per così,208502,for,so
una o,208440,feminine singular of uno,"The thirteenth letter of the Italian alphabet, called o and written in the Latin script."
ed alla,208376,"alternative form of e for euphony, especially before /e/ or /ɛ/; and","contraction of a + la; to the, at the"
le voci,208319,the,plural of voce
tale che,208228,such,what; which
qui non,208214,here,not
delle funzioni,208159,"contraction of di le; of the, from the",plural of funzione
e sui,208010,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",contraction of su i; on the
nome e,207985,name,"The fifth letter of the Italian alphabet, called e and written in the Latin script."
frutto di,207862,fruit,"used to indicate possession, after the thing owned and before the owner; of; ’s"
di acquisto,207834,"used to indicate possession, after the thing owned and before the owner; of; ’s","purchase, acquisition"
la somma,207812,the,"sum, amount"
ma al,207796,"but, however","contraction of a + il, literally “to the, at the”"
afferma che,207769,inflection of affermare:,what; which
della struttura,207762,"contraction of di la; of the, from the","structure, construction, organization, frame, framework, system, fabric"
sono due,207681,"first-person singular present indicative of essere: (I) am, I'm",two
che voi,207620,what; which,you (second person plural)
un campo,207512,"apocopic form of uno: a, an",field
di voce,207496,"used to indicate possession, after the thing owned and before the owner; of; ’s",voice
ad arrivare,207483,initialism of amministratore delegato (“CEO”),"to arrive, to come, to reach"
al principio,207478,"contraction of a + il, literally “to the, at the”","beginning, start, inception"
in forza,207404,in,force
è andata,207313,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation","outward journey, journey there"
una forza,207209,feminine singular of uno,force
su come,207164,"up, upstairs",how
degli stessi,207029,"contraction of di gli; of the, from the",masculine plural of stesso
in Giur,207023,in,
a condizione,207011,"The first letter of the Italian alphabet, called a and written in the Latin script.",condition
della decisione,206979,"contraction of di la; of the, from the",decision
vista di,206903,feminine singular of visto,"used to indicate possession, after the thing owned and before the owner; of; ’s"
almeno per,206893,at least,for
l' energia,206892,"apocopic form of il/lo, la: the",energy
su e,206869,"up, upstairs","The fifth letter of the Italian alphabet, called e and written in the Latin script."
mi sarei,206867,clitic accusative of io. me,first-person singular conditional of essere
di assicurazione,206730,"used to indicate possession, after the thing owned and before the owner; of; ’s",assurance
le risorse,206581,the,plural of risorsa
una giornata,206574,feminine singular of uno,day
sulla soglia,206569,"plant of the genus Sulla, particularly Sulla coronaria.",threshold
in braccio,206560,in,arm
che devono,206533,what; which,third-person plural present indicative of dovere
del sangue,206517,"contraction of di + il; some, of the, from the",blood (vital liquid)
quegli anni,206480,masculine plural of quello,plural of anno
fare in,206436,to do,in
una forte,206433,feminine singular of uno,"fort, fortress"
si ferma,206401,"oneself, himself, herself, itself, themselves","service, draft"
suo fianco,206380,"his, her, its","flank, haunch (part of the body)"
i conti,206288,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",plural of conto
della comunità,206262,"contraction of di la; of the, from the",community (all senses)
principi di,206201,plural of principe,"used to indicate possession, after the thing owned and before the owner; of; ’s"
un ordine,206181,"apocopic form of uno: a, an","order (command, instruction)"
del lavoratore,206173,"contraction of di + il; some, of the, from the",working
un dato,206135,"apocopic form of uno: a, an",past participle of dare
forse la,206134,"maybe, perhaps, possibly, may, might",the
non sembrava,206124,not,third-person singular imperfect indicative of sembrare
in Inghilterra,205956,in,England (a constituent country of the United Kingdom)
di bilancio,205864,"used to indicate possession, after the thing owned and before the owner; of; ’s","balance (list of credits and debits), balance sheet, budget"
capì che,205840,third-person singular past historic of capire,what; which
fa parte,205818,third-person singular present indicative of fare,part
un atteggiamento,205792,"apocopic form of uno: a, an","attitude, behaviour/behavior, ways, position, stance, air, pose"
gli oggetti,205783,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the",plural of oggetto
dato il,205778,past participle of dare,the
tra noi,205748,between,we; us
forse il,205744,"maybe, perhaps, possibly, may, might",the
che fossero,205735,what; which,third-person plural imperfect subjunctive of essere
la felicità,205701,the,happiness
in conformità,205695,in,"conformity, compliance"
le guance,205566,the,plural of guancia
in posizione,205524,in,position
il costo,205452,the,cost
degli effetti,205447,"contraction of di gli; of the, from the",plural of effetto
di diventare,205352,"used to indicate possession, after the thing owned and before the owner; of; ’s","to become (rich, dry, a doctor, etc.), to go (crazy, etc.), to turn (red, blue, etc.)"
trovare il,205308,to find,the
e tutte,205276,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",feminine plural of tutto
come tale,205256,how,such
affermare che,205189,"to declare, to affirm, to state, to claim, to assert",what; which
con attenzione,205178,"with, together",attention
non significa,205087,not,inflection of significare:
mentre mi,205085,while; as (during the same time that),clitic accusative of io. me
dal comma,204946,contraction of da + il; from the,"subsection, subparagraph"
cominciarono a,204934,third-person plural past historic of cominciare,"The first letter of the Italian alphabet, called a and written in the Latin script."
in bagno,204918,in,bath
Foro it,204917,forum (square or marketplace used for public business and commerce),
volto di,204904,face,"used to indicate possession, after the thing owned and before the owner; of; ’s"
al mare,204891,"contraction of a + il, literally “to the, at the”",sea
lei che,204877,she,what; which
da dietro,204835,from (all senses),"behind, at the back"
ho la,204740,first-person singular present indicative of avere and (obsolete) havere,the
un tavolo,204723,"apocopic form of uno: a, an","table, board, desk"
riguarda il,204701,inflection of riguardare:,the
il pavimento,204643,the,floor
ed ecco,204642,"alternative form of e for euphony, especially before /e/ or /ɛ/; and","used to call someone's attention to suddenly approaching or appearing beings or things; here is..., there is..."
di classe,204461,"used to indicate possession, after the thing owned and before the owner; of; ’s",class (all senses)
ieri sera,204426,yesterday,evening
della giornata,204423,"contraction of di la; of the, from the",day
della causa,204385,"contraction of di la; of the, from the",cause
i muscoli,204367,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",plural of muscolo
i motivi,204310,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",plural of motivo
la massima,204221,the,maxim
uno studio,204204,one,study
odore di,204190,"smell, odour, odor, aroma, fragrance, scent","used to indicate possession, after the thing owned and before the owner; of; ’s"
lo svolgimento,204148,"the form of il that is used before the so-called impure consonants, that is, s+consonant (impure s), gn, pn, ps, x, y, or z, and before i+vocal, bd, cn, ct, dm, ft, mn, pt, tm and also ts; before a vowel it becomes l'; the",discussion (of an argument or theme)
in Germania,204118,in,Germany (a country in Central Europe; official name: Repubblica Federale Tedesca)
non possa,204118,not,"power, strength, vigour"
ad essa,204062,initialism of amministratore delegato (“CEO”),"it, she, her"
a fissare,203982,"The first letter of the Italian alphabet, called a and written in the Latin script.","to fasten, fix, secure"
in breve,203897,in,"brief, short"
sulla fronte,203876,"plant of the genus Sulla, particularly Sulla coronaria.","forehead, brow"
ne andò,203834,abbreviation of nordest; northeast,third-person singular past historic of andare
la violenza,203834,the,violence
sotto di,203807,"under, beneath, underneath","used to indicate possession, after the thing owned and before the owner; of; ’s"
quanto fosse,203794,"how much, how many, however much, however many",third-person singular imperfect subjunctive of essere
le sopracciglia,203784,the,plural of sopracciglio (both eyebrows of one person)
perché gli,203770,"because, why","form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the"
mise in,203747,third-person singular past historic of mettere,in
la consapevolezza,203666,the,"consciousness, awareness"
era rimasta,203663,"age, epoch, period",feminine singular of rimasto
mai di,203498,never,"used to indicate possession, after the thing owned and before the owner; of; ’s"
di pane,203352,"used to indicate possession, after the thing owned and before the owner; of; ’s",bread
preso in,203348,"busy, taken up, preoccupied (of person)",in
poi l',203345,then,"apocopic form of il/lo, la: the"
della tutela,203309,"contraction of di la; of the, from the","guardianship, tutorship"
mai a,203252,never,"The first letter of the Italian alphabet, called a and written in the Latin script."
in terra,203246,in,ground
trovare una,203149,to find,feminine singular of uno
posso fare,202975,first-person singular present indicative of potere,to do
alta voce,202970,feminine singular of alto,voice
solo dopo,202945,"alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome",later
il racconto,202892,the,"story, tale, short story, account"
del rischio,202667,"contraction of di + il; some, of the, from the","risk, chance, hazard, peril, danger"
i colori,202635,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",plural of colore
cui ai,202611,"prepositional of che: whom, which","contraction of a i; to the, at the"
di sostegno,202589,"used to indicate possession, after the thing owned and before the owner; of; ’s",support
voce che,202580,voice,what; which
del fondo,202489,"contraction of di + il; some, of the, from the",deep
tutto era,202410,all,"age, epoch, period"
vedere se,202401,to see,abbreviation of sudest; southeast
formazione di,202368,"formation, group","used to indicate possession, after the thing owned and before the owner; of; ’s"
un insieme,202327,"apocopic form of uno: a, an",together
a fianco,202247,"The first letter of the Italian alphabet, called a and written in the Latin script.","flank, haunch (part of the body)"
la riduzione,202229,the,"reduction, cut, cutback, retrenchment"
