text,popularity,meaning1,meaning2
发展 规律,5720,development,rule (e.g. of science)
所 带,5720,actually,band
可能 导致,5720,might (happen),to lead to; to create; to cause; to bring about
办公 厅,5719,to handle official business (usu. in an office); to do (office) work,(reception) hall
日 在,5717,(bound form) sun,to exist; to be alive
发展 社会,5715,development,society
能源 消费,5714,energy sources; energy,"to consume (goods and services, resources etc)"
人口 和,5714,population,old variant of 和[he2]
但 从,5714,but; yet; however; still,variant of 從|从[cong2]
的 人民,5713,of; ~'s (possessive particle),the people
证监 会,5713,,can; to have the skill; to know how to
的 习惯,5711,of; ~'s (possessive particle),habit
天 的,5711,day,of; ~'s (possessive particle)
结果 的,5710,to bear fruit,of; ~'s (possessive particle)
配置 的,5709,to deploy,of; ~'s (possessive particle)
完 成,5709,to finish,surname Cheng
但是 在,5706,but; however,to exist; to be alive
价 值,5705,(literary) messenger; servant,value
下 半年,5705,down,half a year
投资 收益,5704,investment,earnings
区域 的,5702,area,of; ~'s (possessive particle)
年 增加,5702,surname Nian,to raise; to increase
才 能够,5701,ability; talent,to be capable of
完全 可以,5700,complete; whole,can
女 职工,5700,female,employee; staff member; worker
会 导致,5696,can; to have the skill; to know how to,to lead to; to create; to cause; to bring about
万 户,5696,used in 万俟[Mo4 qi2],a household
国外 的,5691,abroad,of; ~'s (possessive particle)
利润 总额,5691,profits,total (amount or value)
来 讲,5688,to come,to speak
额 的,5685,variant of 額|额[e2],of; ~'s (possessive particle)
调 查,5685,to transfer,surname Zha
福利 收养,5683,benefit (provided by an employer or organization),"to take in and care for (an elderly person, a dog etc)"
均等 化,5683,equal; impartial; fair,variant of 花[hua1]
软 实力,5683,soft,strength
规模 杀伤,5681,scale; scope; extent,to kill or injure
方式 进行,5677,way; method; manner; mode; pattern (of behavior etc),(of a process etc) to proceed; to be in progress; to be underway
伦理 学,5676,ethics,to learn
股东 的,5675,shareholder,of; ~'s (possessive particle)
工会 组织,5675,labor union; trade union,to organize
贸易 顺差,5674,(commercial) trade,(trade or budget) surplus
利益 关系,5674,benefit,relation; relationship; connection
的 人力,5673,of; ~'s (possessive particle),manpower
也 不会,5673,surname Ye,improbable
销售 的,5671,to sell,of; ~'s (possessive particle)
唯一 的,5670,only; sole,of; ~'s (possessive particle)
使 自己,5669,to make,oneself; (attributive) one's own
结果 是,5668,to bear fruit,to be (followed by substantives only)
问题 研究,5666,question,research
管理 学院,5665,to supervise,college
稳定 和,5662,steady,old variant of 和[he2]
产品 销售,5660,goods,to sell
碳 排放,5660,carbon (chemistry),to arrange in order
司法 制度,5659,judicial,"system (e.g. political, adminstrative etc)"
奠定 了,5657,to establish,(completed action marker)
和 研究,5654,old variant of 和[he2],research
部 的,5654,ministry,of; ~'s (possessive particle)
发展 趋势,5653,development,trend; tendency
基层 组织,5653,basic level,to organize
对 农民,5652,right; correct,peasant; farmer
是 比较,5652,to be (followed by substantives only),to compare
的 今天,5649,of; ~'s (possessive particle),today
二 百,5648,two,surname Bai
相 对于,5647,surname Xiang,regarding; as far as (sth) is concerned; with regard to
总理 温,5647,premier,surname Wen
直接 的,5647,direct (opposite: indirect 間接|间接[jian4 jie1]),of; ~'s (possessive particle)
与 之,5646,variant of 歟|欤[yu2],"(possessive particle, literary equivalent of 的[de5])"
就 业,5645,(after a suppositional clause) in that case; then,surname Ye
为 我国,5644,as (in the capacity of),my country; our country
产权 交易,5643,property right,to deal; to trade; to transact
到 一,5643,to reach; to arrive,one
财 政,5642,money,political
起 了,5641,to rise,(completed action marker)
义务 机关,5640,duty; obligation (CL:項|项[xiang4]),mechanism; gear
以 保证,5639,old variant of 以[yi3],guarantee
社会 公平,5639,society,fair
越 高,5638,generic word for peoples or states of south China or south Asia at different historical periods,surname Gao
对 金融,5638,right; correct,banking
省 政府,5637,to save; to economize; to be frugal,government
与 管理,5637,variant of 歟|欤[yu2],to supervise
企业 是,5636,company; firm; enterprise; corporation,to be (followed by substantives only)
技术 进步,5635,technology; technique; skill,progress; improvement
的 为,5635,of; ~'s (possessive particle),as (in the capacity of)
一个 有,5635,a; an; one,to have; there is
有 一种,5634,to have; there is,one kind of; one type of
在 这一,5632,to exist; to be alive,
种 观点,5632,seed,point of view
可 分为,5632,(prefix) can; may; able to; -able,to divide sth into (parts); to subdivide
中小 企,5629,,(bound form) to stand on tiptoe and look; to anticipate; to look forward to
集体 企业,5629,collective (decision),company; firm; enterprise; corporation
占 全,5629,variant of 占[zhan4],surname Quan
的 困境,5628,of; ~'s (possessive particle),predicament; plight
社会 事业,5628,society,undertaking
的 职工,5627,of; ~'s (possessive particle),employee; staff member; worker
让 自己,5624,to yield,oneself; (attributive) one's own
世界 贸易,5623,world,(commercial) trade
方式 和,5623,way; method; manner; mode; pattern (of behavior etc),old variant of 和[he2]
运作 的,5623,to operate,of; ~'s (possessive particle)
服务 平台,5622,to serve,platform
粮食 流通,5620,foodstuff,to circulate; to distribute
己 的,5620,self,of; ~'s (possessive particle)
方向 发展,5620,direction; orientation,development
切实 加强,5619,feasible,to reinforce; to strengthen; to enhance
按 登记,5619,to press,to register (one's name)
保险 基金,5619,insurance,fund
紧密 结合,5618,inseparably close,to combine
企业 个,5616,company; firm; enterprise; corporation,used in 自個兒|自个儿[zi4 ge3 r5]
度 的,5616,to pass,of; ~'s (possessive particle)
条 公安,5614,strip,see 公安縣|公安县[Gong1 an1 Xian4]
人 员,5614,person; people,(bound form) person engaged in a certain field of activity
失业 保险,5612,unemployment,insurance
的 途径,5611,of; ~'s (possessive particle),way; means; channel
学习 和,5610,to learn; to study,old variant of 和[he2]
接受 的,5608,"to accept (a suggestion, punishment, bribe etc); to acquiesce",of; ~'s (possessive particle)
人均 可,5606,per capita; averaged per person,(prefix) can; may; able to; -able
管理 是,5605,to supervise,to be (followed by substantives only)
群体 性,5603,community,nature
的 制造,5603,of; ~'s (possessive particle),to manufacture; to make
社会 公共,5602,society,public; common; communal
的 合同,5602,of; ~'s (possessive particle),contract; agreement
的 关联,5600,of; ~'s (possessive particle),to be related; to be connected
营业 收入,5597,to do business,to take in
也 为,5596,surname Ye,as (in the capacity of)
平等 的,5596,equal,of; ~'s (possessive particle)
八 十,5595,eight,ten
他们 也,5594,they; them,surname Ye
支持 下,5593,to be in favor of,down
反 补贴,5593,contrary,to subsidize
的 进,5590,of; ~'s (possessive particle),to go forward
创业 的,5590,to begin an undertaking; to start an enterprise,of; ~'s (possessive particle)
这 样,5589,(pronoun) this; these,manner
商 的,5589,Shang Dynasty (c. 1600–1046 BC),of; ~'s (possessive particle)
不 一定,5586,no; not so,surely; certainly; definitely
规律 的,5585,rule (e.g. of science),of; ~'s (possessive particle)
院 长,5583,courtyard,long
任 务,5583,surname Ren,affair
金融 资产,5580,banking,property
邮 编,5579,post (office),to weave
若干 意见,5578,a certain number or amount,idea
会 出现,5577,can; to have the skill; to know how to,to appear
来源 于,5575,source (of information etc),surname Yu
湖南 省,5574,see 湖南省[Hu2 nan2 Sheng3],to save; to economize; to be frugal
在 不,5573,to exist; to be alive,no; not so
引导 和,5573,to guide,old variant of 和[he2]
有 相当,5569,to have; there is,equivalent to
保障 普通,5569,to ensure,common
的 特,5569,of; ~'s (possessive particle),special
和 维护,5565,old variant of 和[he2],to defend
比较 文学,5565,to compare,literature
如果 一个,5564,if; in case; in the event that,a; an; one
严峻 的,5561,grim,of; ~'s (possessive particle)
其 他,5560,his,"(third-person singular) (since the early 20th century, usu. male) he; him; his"
有力 的,5559,powerful,of; ~'s (possessive particle)
电气 机械,5557,electricity,machine
中国 证监,5554,China,
效 机制,5553,variant of 傚|效[xiao4],mechanism
观念 的,5551,notion,of; ~'s (possessive particle)
人 就,5550,person; people,(after a suppositional clause) in that case; then
的 宗教,5550,of; ~'s (possessive particle),religion
根本 利益,5548,fundamental,benefit
管理 费用,5546,to supervise,cost
发展 空间,5546,development,space; room
和 业务,5545,old variant of 和[he2],business
类 总,5545,kind; type; class; category,(bound form) general; overall
由 中国,5544,to follow,China
增 量,5544,(bound form) to increase; to augment; to add to,to measure
以 实现,5543,old variant of 以[yi3],to achieve; to implement; to realize; to bring about
这 个,5542,(pronoun) this; these,used in 自個兒|自个儿[zi4 ge3 r5]
第 三方,5540,"(prefix indicating ordinal number, as in 第六[di4 liu4] ""sixth"")",
居民 人均,5540,resident; inhabitant,per capita; averaged per person
的 绝对,5538,of; ~'s (possessive particle),absolute; unconditional
得 更,5538,to obtain,to change or replace
管理 机构,5538,to supervise,mechanism
会 使,5537,can; to have the skill; to know how to,to make
管理 机制,5537,to supervise,mechanism
在 本,5537,to exist; to be alive,(bound form) root; stem
和谐 发展,5536,harmonious,development
重 的,5534,to repeat,of; ~'s (possessive particle)
自治区 人民,5534,"autonomous region – a provincial-level administrative division of China with self-governance for ethnic minorities (five in total: Guangxi, Inner Mongolia, Ningxia, Xinjiang and Tibet)",the people
拆迁 人,5531,to demolish a building and relocate the inhabitants,person; people
在 实践,5529,to exist; to be alive,practice
财务 会计,5528,financial affairs; finance,accountant
住 在,5527,to live; to reside; to stay,to exist; to be alive
激烈 的,5526,(of competition or fighting) intense,of; ~'s (possessive particle)
统计 局,5526,statistics,narrow
从 根本,5526,variant of 從|从[cong2],fundamental
行 的,5524,(bound form) row; line,of; ~'s (possessive particle)
你 会,5523,"you (informal, as opposed to courteous 您[nin2])",can; to have the skill; to know how to
是 一些,5520,to be (followed by substantives only),some; a few; a little; (following an adjective) slightly ...er
一 支,5519,one,surname Zhi
的 了解,5519,of; ~'s (possessive particle),to understand; to know about
全 球,5516,surname Quan,ball used for playing games (variant of 球[qiu2])
等 内容,5515,to wait for; to await,content; substance; details
发展 循环,5514,development,to cycle
工业 生产,5513,industry,to produce; to manufacture
要 对,5511,(bound form) to demand; to coerce,right; correct
哲学 的,5509,philosophy,of; ~'s (possessive particle)
就是 一个,5508,exactly; precisely,a; an; one
始终 坚持,5507,from beginning to end,to persevere with
化 服务,5507,variant of 花[hua1],to serve
移动 电话,5506,to move,telephone
经营 性,5505,to engage in (business etc); to run; to operate,nature
关键 在于,5505,crucial point,to rest with; to lie in; to be due to (a certain attribute)
论 的,5504,"abbr. for 論語|论语[Lun2 yu3], The Analects (of Confucius)",of; ~'s (possessive particle)
教育 事业,5501,to educate,undertaking
方式 转变,5501,way; method; manner; mode; pattern (of behavior etc),to change
这样 就,5500,this way; like this; so,(after a suppositional clause) in that case; then
产业 基地,5500,industry,al-Qaeda
率 达到,5498,(bound form) ratio; rate; proportion,to reach; to achieve; to attain
引起 了,5498,to give rise to; to lead to; to cause; to arouse,(completed action marker)
化 改革,5497,variant of 花[hua1],reform
资源 环境,5497,see 資源縣|资源县[Zi1 yuan2 Xian4],environment
部分 的,5496,part; portion; piece,of; ~'s (possessive particle)
的 实验,5496,of; ~'s (possessive particle),experiment
改革 中,5496,reform,(bound form) China; Chinese
所 提供,5495,actually,to offer
在 华,5495,to exist; to be alive,abbr. for China
对 传统,5494,right; correct,tradition; traditional
了 巨大,5492,(completed action marker),huge; immense; enormous; gigantic
大力 支持,5492,energetically; vigorously,to be in favor of
体系 中,5490,system,(bound form) China; Chinese
的 分类,5487,of; ~'s (possessive particle),to classify
语 境,5487,dialect,border
上 存在,5487,used in 上聲|上声[shang3 sheng1],to exist
社会 上,5486,society,used in 上聲|上声[shang3 sheng1]
的 哲学,5486,of; ~'s (possessive particle),philosophy
种 是,5484,seed,to be (followed by substantives only)
会 产生,5484,can; to have the skill; to know how to,to arise; to come into being; to come about
范围 的,5483,range,of; ~'s (possessive particle)
总 需求,5482,(bound form) general; overall,requirement
太 多,5479,highest,many; much; more; a lot of
专业 性,5478,specialty,nature
巩固 和,5474,to consolidate; to strengthen,old variant of 和[he2]
人民 陪审,5473,the people,
的 相对,5472,of; ~'s (possessive particle),relatively
的 原始,5472,of; ~'s (possessive particle),first
的 独立,5471,of; ~'s (possessive particle),independent
充分 考虑,5471,ample,to think over
下拉 列表,5470,,to tabulate; to list
应对 国际,5470,to answer; to reply,international
最低 生活,5469,,to live
掌握 的,5469,to grasp (often fig.),of; ~'s (possessive particle)
经济学 的,5468,economics (as a field of study),of; ~'s (possessive particle)
民政 部,5466,civil administration,ministry
根本 原因,5466,fundamental,cause
如 果,5465,as,fruit
是 十分,5464,to be (followed by substantives only),very
学者 们,5463,scholar,"plural marker for pronouns, and nouns referring to individuals"
黑色 金属,5463,black,metal
发展 中国,5462,development,China
集中 于,5462,to concentrate,surname Yu
监管 部门,5462,to oversee,department
为 依据,5460,as (in the capacity of),according to
财务 状况,5460,financial affairs; finance,condition; state; situation
日 的,5459,(bound form) sun,of; ~'s (possessive particle)
余 人,5458,surname Yu,person; people
能源 的,5456,energy sources; energy,of; ~'s (possessive particle)
这个 人,5456,(pronoun) this,person; people
与 现实,5454,variant of 歟|欤[yu2],reality; actuality
全 党,5450,surname Quan,surname Dang
如果 有,5449,if; in case; in the event that,to have; there is
全 方位,5449,surname Quan,direction
服务 机构,5448,to serve,mechanism
是 将,5446,to be (followed by substantives only),will
国防 动员,5445,national defense,to mobilize
当 作,5445,(onom.) dong,(bound form) worker
摇 摇,5445,surname Yao,surname Yao
经济 指标,5444,economy,(production) target; quota
积累 了,5443,to accumulate,(completed action marker)
研究 会,5442,research,can; to have the skill; to know how to
方式 是,5440,way; method; manner; mode; pattern (of behavior etc),to be (followed by substantives only)
所需 的,5440,necessary (for),of; ~'s (possessive particle)
的 城镇,5439,of; ~'s (possessive particle),town
率 的,5439,(bound form) ratio; rate; proportion,of; ~'s (possessive particle)
推动 了,5438,to push (e.g. for acceptance of a plan); to promote; to give impetus to,(completed action marker)
让 你,5435,to yield,"you (informal, as opposed to courteous 您[nin2])"
职工 基本,5435,employee; staff member; worker,basic
投资 完成,5433,investment,to complete; to accomplish
的 货物,5432,of; ~'s (possessive particle),goods
考古 学,5432,archaeology,to learn
政治 协商,5432,politics,to consult with
的 材料,5431,of; ~'s (possessive particle),(raw) material
得 多,5431,to obtain,many; much; more; a lot of
中央 银行,5427,central,bank
在 那里,5426,to exist; to be alive,there; that place
罚款 决定,5426,to fine,to decide; to determine; to make up one's mind
环境 下,5426,environment,down
的 全球,5423,of; ~'s (possessive particle),the whole world
转变 经济,5422,to change,economy
既 要,5421,already,(bound form) to demand; to coerce
解放 思想,5420,to liberate,thought
国 经贸,5419,surname Guo,economy and trade (abbr. for 經濟貿易|经济贸易[jing1 ji4 mao4 yi4])
的 也,5419,of; ~'s (possessive particle),surname Ye
安定 团结,5419,stable; calm; settled,to unite
一个 非常,5417,a; an; one,very; really
影响 下,5416,influence,down
的 财产,5416,of; ~'s (possessive particle),property
技术 标准,5412,technology; technique; skill,standard; norm; criterion
个 省,5411,used in 自個兒|自个儿[zi4 ge3 r5],to save; to economize; to be frugal
学 习,5410,to learn,surname Xi
所 的,5410,actually,of; ~'s (possessive particle)
中介 机构,5406,to act as intermediary,mechanism
社 的,5406,(bound form) society; organization; agency,of; ~'s (possessive particle)
朝 核,5404,abbr. for 朝鮮|朝鲜[Chao2 xian3] Korea,pit
在 各,5404,to exist; to be alive,each
具备 的,5403,to possess,of; ~'s (possessive particle)
和 各,5403,old variant of 和[he2],each
研究 领域,5402,research,domain; sphere; field; territory; area
作 用,5401,(bound form) worker,to use; to make use of; to employ
物流 企业,5400,distribution (business),company; firm; enterprise; corporation
被 上诉,5399,quilt,to appeal (a judicial case)
基本 原则,5399,basic,principle
部 门,5399,ministry,surname Men
项 制度,5398,surname Xiang,"system (e.g. political, adminstrative etc)"
这 对于,5397,(pronoun) this; these,regarding; as far as (sth) is concerned; with regard to
和 处理,5397,old variant of 和[he2],to handle; to deal with
的 或,5396,of; ~'s (possessive particle),maybe
的 福利,5396,of; ~'s (possessive particle),benefit (provided by an employer or organization)
改革 试点,5395,reform,test point
可 能,5393,(prefix) can; may; able to; -able,surname Neng
程序 和,5392,procedures,old variant of 和[he2]
但 却,5392,but; yet; however; still,old variant of 卻|却[que4]
一 人,5392,one,person; people
一 篇,5391,one,sheet
进一步 扩大,5390,to go a step further,to expand
度 和,5388,to pass,old variant of 和[he2]
文化 传统,5388,culture,tradition; traditional
的 基层,5387,of; ~'s (possessive particle),basic level
离 不,5387,mythical beast (archaic),no; not so
也 正,5386,surname Ye,first month of the lunar year
建设 为,5384,to build; to construct; to establish; to develop; to institute,as (in the capacity of)
我 要,5384,I; me; my,(bound form) to demand; to coerce
的 案例,5384,of; ~'s (possessive particle),"case (of fraud, hepatitis, international cooperation etc); instance; example"
信息 安全,5384,information; news; message,safe; secure
会 成为,5384,can; to have the skill; to know how to,to become; to turn into
积极 推动,5381,active,to push (e.g. for acceptance of a plan); to promote; to give impetus to
以上 地方,5381,that level or higher; that amount or more,region
的 回答,5381,of; ~'s (possessive particle),to reply; to answer
旅游 的,5381,trip,of; ~'s (possessive particle)
该 地区,5381,should,region; area (informal or geographical term)
矛盾 的,5380,contradiction,of; ~'s (possessive particle)
现有 的,5379,currently existing,of; ~'s (possessive particle)
渔 业,5379,fisherman,surname Ye
提高 企业,5379,to raise,company; firm; enterprise; corporation
产品 生产,5377,goods,to produce; to manufacture
人大 工作,5377,Renmin University of China (abbr. for 中國人民大學|中国人民大学[Zhong1 guo2 Ren2 min2 Da4 xue2]),to work
民主 化,5377,democracy,variant of 花[hua1]
届 精神,5375,to arrive at (place or time),spirit
研究 人员,5374,research,staff
审判 权,5373,a trial,surname Quan
的 策略,5373,of; ~'s (possessive particle),strategy; tactics
有 意识,5373,to have; there is,consciousness; awareness
可以 使,5371,can,to make
沙拉 夫,5371,(loanword) salad,husband
大 城市,5371,big; large; great,city; town
的 信任,5370,of; ~'s (possessive particle),to trust
的 发挥,5368,of; ~'s (possessive particle),to display
股份 合作,5366,a share (in a company),to cooperate; to collaborate; to work together
西部 地区,5364,western part,region; area (informal or geographical term)
和 实践,5363,old variant of 和[he2],practice
划分 为,5362,to divide up,as (in the capacity of)
也是 一,5362,,one
增 大,5361,(bound form) to increase; to augment; to add to,big; large; great
区 建设,5361,surname Ou,to build; to construct; to establish; to develop; to institute
恐怖 主义,5361,terrible,-ism
资金 和,5361,funds; capital,old variant of 和[he2]
发展 情况,5358,development,circumstances; state of affairs; situation
成立 后,5355,to establish,surname Hou
水 产品,5354,surname Shui,goods
当今 世界,5354,the present time,world
的 冲突,5353,of; ~'s (possessive particle),conflict
有机 结合,5353,organic,to combine
香港 的,5352,"Hong Kong, special administrative region (SAR) of the PRC (short name 港[Gang3])",of; ~'s (possessive particle)
过 程,5352,surname Guo,surname Cheng
他们 所,5352,they; them,actually
实质 上,5349,substance,used in 上聲|上声[shang3 sheng1]
的 外交,5346,of; ~'s (possessive particle),diplomacy
相关 政策,5344,related,policy
突出 的,5344,prominent,of; ~'s (possessive particle)
的 那个,5344,of; ~'s (possessive particle),that one
必然 会,5342,inevitable,can; to have the skill; to know how to
方 的,5341,surname Fang,of; ~'s (possessive particle)
为主 的,5341,to rely mainly on,of; ~'s (possessive particle)
的 话语,5341,of; ~'s (possessive particle),words
和 支持,5340,old variant of 和[he2],to be in favor of
此 基础,5340,this; these,base; foundation; basis
情况 和,5340,circumstances; state of affairs; situation,old variant of 和[he2]
正确 处理,5339,correct; sound; right; proper,to handle; to deal with
而 形成,5339,and,to form; to take shape
经济 技术,5338,economy,technology; technique; skill
主义 现代化,5338,-ism,modernization
西藏 自治区,5337,see 西藏自治區|西藏自治区[Xi1 zang4 Zi4 zhi4 qu1],"autonomous region – a provincial-level administrative division of China with self-governance for ethnic minorities (five in total: Guangxi, Inner Mongolia, Ningxia, Xinjiang and Tibet)"
上 发表,5336,used in 上聲|上声[shang3 sheng1],to issue
在 学校,5336,to exist; to be alive,school
所 处,5336,actually,to reside
审判 长,5336,a trial,long
引发 了,5335,to lead to,(completed action marker)
也 同样,5335,surname Ye,same; equal; similar
积极 参与,5334,active,to participate (in sth)
资 委,5331,resources,surname Wei
保护 主义,5330,to protect,-ism
我们 把,5329,we; us; ourselves; our,to hold; to grasp
的 三,5329,of; ~'s (possessive particle),surname San
的 界定,5328,of; ~'s (possessive particle),definition
性 与,5327,nature,variant of 歟|欤[yu2]
观 的,5327,surname Guan,of; ~'s (possessive particle)
个 城市,5327,used in 自個兒|自个儿[zi4 ge3 r5],city; town
是 他们,5326,to be (followed by substantives only),they; them
并 通过,5326,and,to pass through; to get through
把 这,5326,to hold; to grasp,(pronoun) this; these
曾 在,5325,surname Zeng,to exist; to be alive
长 兼,5324,long,double
原则 的,5324,principle,of; ~'s (possessive particle)
为 此,5324,as (in the capacity of),this; these
就 越,5324,(after a suppositional clause) in that case; then,generic word for peoples or states of south China or south Asia at different historical periods
包 括,5323,surname Bao,(bound form) to tie up; to tighten up
种 类型,5320,seed,type; kind; category
在 建,5320,to exist; to be alive,to establish
高效 的,5319,efficient,of; ~'s (possessive particle)
主义 民主,5319,-ism,democracy
民间 组织,5319,among the people,to organize
对 的,5317,right; correct,of; ~'s (possessive particle)
特色 社会主义,5316,a characteristic; a distinctive feature or quality,socialism
以下 几个,5315,that level or lower,a few
法院 院,5313,court of law,courtyard
房地产 市场,5313,real estate,marketplace; market; bazaar
服务 外包,5312,to serve,outsourcing
预算 管理,5312,budget,to supervise
注意 到,5310,to take note of; to pay attention to,to reach; to arrive
不仅 在,5309,not just; not limited to,to exist; to be alive
最 主要,5308,variant of 最[zui4],main; principal; major; primary
企业 技术,5306,company; firm; enterprise; corporation,technology; technique; skill
民族 团结,5305,nationality; ethnic group,to unite
工伤 保险,5304,work-related injury; industrial injury,insurance
一般 都,5302,same,surname Du
吊销 许可,5300,to suspend (an agreement),to allow
第一 产业,5300,first,industry
外 在,5299,outside,to exist; to be alive
的 引导,5297,of; ~'s (possessive particle),to guide
重点 是,5297,to recount (e.g. results of election),to be (followed by substantives only)
的 评估,5296,of; ~'s (possessive particle),to evaluate
利益 集团,5296,benefit,group
的 持续,5295,of; ~'s (possessive particle),to continue; to last; to persist
运行 的,5294,(of celestial bodies etc) to move along one's course,of; ~'s (possessive particle)
时效 期间,5293,timeliness,period of time
开 来,5292,to open (transitive or intransitive),to come
乡村 人口,5292,rustic,population
建立 和,5291,to establish,old variant of 和[he2]
高新 区,5290,,surname Ou
粮食 生产,5289,foodstuff,to produce; to manufacture
有 个,5288,to have; there is,used in 自個兒|自个儿[zi4 ge3 r5]
的 诉讼,5287,of; ~'s (possessive particle),lawsuit
收 入,5286,to receive,to enter; to go into
了 由,5286,(completed action marker),to follow
重 大,5286,to repeat,big; large; great
自然 科学,5286,nature,science
成为 了,5286,to become; to turn into,(completed action marker)
出 一个,5280,to go out; to come out,a; an; one
提升 了,5279,to promote (to a higher-ranking position),(completed action marker)
会议 通过,5279,meeting,to pass through; to get through
的 参与,5278,of; ~'s (possessive particle),to participate (in sth)
产业 转移,5278,industry,to shift; to relocate; to transfer
不 太,5277,no; not so,highest
银行 和,5276,bank,old variant of 和[he2]
深入 贯彻,5276,to penetrate deeply,to implement
务 的,5275,affair,of; ~'s (possessive particle)
多样 的,5275,diverse,of; ~'s (possessive particle)
的 交通,5272,of; ~'s (possessive particle),to be connected
万 亩,5271,used in 万俟[Mo4 qi2],old variant of 畝|亩[mu3]
史 的,5271,surname Shi,of; ~'s (possessive particle)
的 权益,5270,of; ~'s (possessive particle),rights
解决 方案,5270,to solve; to resolve; to settle (a problem),plan
锦 涛,5269,brocade,big wave
投资 人,5269,investment,person; people
成本 和,5268,"(manufacturing, production etc) costs",old variant of 和[he2]
服务 能力,5268,to serve,capability
而且 还,5267,(not only ...) but also,surname Huan
生产 过程,5267,to produce; to manufacture,course of events; process
的 信贷,5267,of; ~'s (possessive particle),credit
外 的,5265,outside,of; ~'s (possessive particle)
研究 与,5265,research,variant of 歟|欤[yu2]
我们 将,5264,we; us; ourselves; our,will
深远 的,5264,far-reaching,of; ~'s (possessive particle)
不 完善,5263,no; not so,"(of systems, facilities etc) comprehensive"
提 供,5262,used in 提防[di1 fang5] and 提溜[di1 liu5],to provide; to supply
平均 工资,5262,average; on average,wages; pay
会 被,5262,can; to have the skill; to know how to,quilt
权 重,5261,surname Quan,to repeat
保 增长,5260,Bulgaria (abbr. for 保加利亞|保加利亚[Bao3 jia1 li4 ya4]),to grow; to increase
无 核,5259,used in 南無|南无[na1 mo2],pit
在 现实,5259,to exist; to be alive,reality; actuality
重要 讲话,5258,important; significant; major,a speech
普遍 的,5258,universal,of; ~'s (possessive particle)
构成 的,5257,to constitute,of; ~'s (possessive particle)
日 中华,5256,(bound form) sun,"Zhonghua, historical and cultural term for China, often used to denote Chinese civilization and identity (as in 中華文化|中华文化[Zhong1 hua2 wen2 hua4] ""Chinese culture"")"
不 应该,5255,no; not so,ought to; should; must
商品 和,5254,commodity; goods; merchandise,old variant of 和[he2]
特别 行政区,5253,unusual; special,administrative district
性 研究,5252,nature,research
措施 的,5252,measure,of; ~'s (possessive particle)
来 进行,5249,to come,(of a process etc) to proceed; to be in progress; to be underway
万 千瓦,5248,used in 万俟[Mo4 qi2],kilowatt
地 位,5247,-ly,position
开始 的,5247,to begin; to start,of; ~'s (possessive particle)
去 了,5247,to go,(completed action marker)
结 合,5245,(of a plant) to produce (fruit or seeds),100 ml
英国 的,5244,United Kingdom (UK); Britain,of; ~'s (possessive particle)
更高 的,5244,,of; ~'s (possessive particle)
的 职能,5241,of; ~'s (possessive particle),function
现代 社会,5241,"Hyundai, South Korean company",society
主要 经济,5239,main; principal; major; primary,economy
网络 的,5237,network,of; ~'s (possessive particle)
直接 影响,5236,direct (opposite: indirect 間接|间接[jian4 jie1]),influence
的 外部,5236,of; ~'s (possessive particle),the outside; (attributive) external
阶级 的,5235,(social) class,of; ~'s (possessive particle)
实现 经济,5235,to achieve; to implement; to realize; to bring about,economy
合作 协议,5234,to cooperate; to collaborate; to work together,agreement
有 针对,5233,to have; there is,to target; to focus on; to be aimed at or against; in response to
在 英国,5232,to exist; to be alive,United Kingdom (UK); Britain
为 社会,5231,as (in the capacity of),society
参加 的,5231,to participate,of; ~'s (possessive particle)
有 计划,5231,to have; there is,plan
财政 预算,5229,public finance; government finance,budget
竟 争,5229,unexpectedly,to strive for
扩大 到,5228,to expand,to reach; to arrive
作 是,5227,(bound form) worker,to be (followed by substantives only)
年 一,5227,surname Nian,one
稳步 推进,5227,steadily,to impel
增加 的,5226,to raise; to increase,of; ~'s (possessive particle)
的 那些,5226,of; ~'s (possessive particle),those
安全 管理,5225,safe; secure,to supervise
个 项目,5224,used in 自個兒|自个儿[zi4 ge3 r5],item; project; (sports) event
二 年,5221,two,surname Nian
如果 不,5221,if; in case; in the event that,no; not so
企业 战略,5221,company; firm; enterprise; corporation,strategy
中 产生,5219,(bound form) China; Chinese,to arise; to come into being; to come about
出 版,5219,to go out; to come out,a register
卫生 体制,5217,hygienic; sanitary,system
的 书,5217,of; ~'s (possessive particle),abbr. for 書經|书经[Shu1 jing1]
营利 组织,5216,for profit,to organize
电话 年末,5216,telephone,end of the year
政协 委员,5216,CPPCC (Chinese People's Political Consultative Conference),committee member
克 思,5215,"abbr. for 克羅地亞|克罗地亚[Ke4 luo2 di4 ya4], Croatia",to think
批 转,5215,to ascertain,see 轉文|转文[zhuai3 wen2]
发展 阶段,5215,development,stage
卫生 部,5214,hygienic; sanitary,ministry
首先 要,5213,first of all; in the first place,(bound form) to demand; to coerce
第 六条,5213,"(prefix indicating ordinal number, as in 第六[di4 liu4] ""sixth"")",
十分 重要,5212,very,important; significant; major
有关 法律,5211,to have sth to do with,law
一 季度,5211,one,quarter of a year
意见 的,5211,idea,of; ~'s (possessive particle)
国 人大,5210,surname Guo,Renmin University of China (abbr. for 中國人民大學|中国人民大学[Zhong1 guo2 Ren2 min2 Da4 xue2])
中国 革命,5210,China,to withdraw the mandate of heaven (and transition to a new dynasty) (original meaning)
显示 了,5210,to show,(completed action marker)
