text,popularity,meaning1,meaning2
sehen wir,712455,to see; to have sight,we
den Fingern,712278,inflection of der (“the”):,dative plural of Finger
Abhängigkeit von,712207,dependence,from
erst recht,712149,"first, at first","right, right-hand (direction)"
des Gesetzes,712086,genitive masculine/neuter singular of der: the,genitive singular of Gesetz
finde ich,711799,inflection of finden:,I (first person singular nominative (subject) pronoun)
leicht zu,711781,light (not heavy),"to, towards (indicates directionality)"
des Körpers,711703,genitive masculine/neuter singular of der: the,genitive singular of Körper
Fall der,711644,singular imperative of fallen,"nominative masculine singular definite article, the"
kaum zu,711459,"barely, hardly (qualifying verbs or adjectives)","to, towards (indicates directionality)"
eine Woche,711165,nominative/accusative feminine singular of ein,"week (period of seven days counting from Monday to Sunday, or from Sunday to Saturday)"
Gefühl der,710878,feeling (either physical sensation or emotion),"nominative masculine singular definite article, the"
anderes als,710876,strong/mixed nominative/accusative neuter singular of anderer,"at (approximately) the same moment, when, while, as"
aber zu,710656,but; however; though,"to, towards (indicates directionality)"
dem Titel,710556,dative masculine/neuter singular of der: the,inflection of titeln:
der dem,710522,"nominative masculine singular definite article, the",dative masculine/neuter singular of der: the
mich nur,710459,accusative of ich: me,"only, just, merely, simply"
dich in,710301,"accusative of du; you, thee (direct object).","[with dative] in, inside, within, at (inside a building)"
dann ein,710256,"then, after that",one
und bis,710089,and,until
Recht auf,710050,"right, right-hand (direction)","[with dative] on, upon (positioned at the top of)"
vielleicht sogar,710041,"perhaps, maybe","even, actually, in fact"
ein Ende,709866,one,"end, finish"
bewegte sich,709838,inflection of bewegt:,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)"
ihn der,709518,"accusative of er; him, it (masculine, direct object).","nominative masculine singular definite article, the"
sie nahm,709428,she; her,first/third-person singular preterite of nehmen
ein Gefühl,709414,one,feeling (either physical sensation or emotion)
und natürlich,709326,and,"natural, normal"
man ihm,709276,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)","dative of er; him, to him (indirect object); for him (in some cases)."
ganz einfach,708813,"entire, whole, complete",easy
Meinung nach,708809,opinion,"after, past (later in time)"
in Ihrem,708809,"[with dative] in, inside, within, at (inside a building)","dative masculine/neuter singular of ihr: her, its, their (referring to a masculine or neuter object in the dative case)"
dem Mann,708738,dative masculine/neuter singular of der: the,"man, male human being"
im Winter,708520,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",winter
wir gehen,708434,we,"to go, to walk"
eine oder,708366,nominative/accusative feminine singular of ein,"Oder (a major river in the Czech Republic, Poland and Germany)"
macht und,708354,third-person singular present of machen,and
noch gar,708283,"still, yet (up to and including a given time)","cooked, done (of food such as meat or vegetables: ready for consumption)"
und blieb,708280,and,first/third-person singular preterite of bleiben
den jeweiligen,708238,inflection of der (“the”):,inflection of jeweilig:
da wir,707730,there,we
hatte schon,707380,first/third-person singular preterite of haben,"already (happening rather early, continuing rather long)"
ich fühle,707287,I (first person singular nominative (subject) pronoun),inflection of fühlen:
Mangel an,706138,"lack, shortage (the condition of having an insufficient amount of a resource, or none at all)","on, upon, at, in, against"
Rahmen einer,706123,"frame, scope",genitive/dative feminine singular of ein
fest und,706092,firm; compact; hard,and
von vornherein,706068,from,only used in von vornherein
im Mittelpunkt,705954,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",centre
sie dort,705930,she; her,"there, yonder"
nehmen und,705612,to take (something into one's possession or on one's body),and
sein soll,705579,forms the present perfect and past perfect tenses of certain verbs,debit
wusste ich,705135,first/third-person singular preterite of wissen,I (first person singular nominative (subject) pronoun)
und dieses,704950,and,inflection of dieser:
sind der,704822,first-person plural present of sein,"nominative masculine singular definite article, the"
es keinen,704748,"Refers to a neuter noun (person, animal, thing or abstract)",accusative masculine of kein
bei ihrer,704702,"by, near",genitive of sie: of her
habe das,704283,inflection of haben:,nominative/accusative neuter singular of der: the
du schon,704226,"you (singular familiar), thou","already (happening rather early, continuing rather long)"
sie erst,703972,she; her,"first, at first"
und wandte,703939,and,first/third-person singular preterite of wenden
mir war,703866,"dative of ich: me, to me",first-person singular preterite of sein: was
die Grundlage,703666,nominative/accusative singular feminine of der,foundation
der Wissenschaft,703481,"nominative masculine singular definite article, the",science (a branch of knowledge or academic discipline dealing with a systematic body of facts or truths)
die Praxis,703178,nominative/accusative singular feminine of der,"practice, experience"
der Politik,702714,"nominative masculine singular definite article, the",politics (profession of conducting political affairs)
der Rest,702606,"nominative masculine singular definite article, the","rest, remainder, remnant"
Bedeutung für,702429,"meaning, sense",describes an abstract directionality towards a person or matter
ihre eigene,701925,inflection of ihr:,inflection of eigen:
zu erfüllen,701484,"to, towards (indicates directionality)",to fill (with something physical or abstract)
der Eltern,701471,"nominative masculine singular definite article, the",parents
aber den,701373,but; however; though,inflection of der (“the”):
zu weit,701280,"to, towards (indicates directionality)",wide
kam der,701134,first/third-person singular preterite of kommen,"nominative masculine singular definite article, the"
wie alle,700958,how,inflection of all (“all”)
Nähe des,700908,"nearness, closeness",genitive masculine/neuter singular of der: the
eine Person,700537,nominative/accusative feminine singular of ein,"person, individual"
zehn Minuten,700481,ten (numerical value represented in Arabic numerals as 10),plural of Minute
die alle,700222,nominative/accusative singular feminine of der,inflection of all (“all”)
die Deutsche,699730,nominative/accusative singular feminine of der,inflection of deutsch:
hörte er,699388,inflection of hören:,he
vor diesem,699219,"in front of, ahead of (relative location in space)",masculine/neuter dative singular of dieser
ist zwar,699148,third-person singular present of sein,"Signals a following contrary clause, which is usually introduced with aber (“but”), stressing that the speaker is aware of the contradiction, but that it does not invalidate the statement."
mit großer,699063,"with (in the company of, alongside)",inflection of groß:
alle diese,698930,inflection of all (“all”),"nominative feminine singular of dieser; ""this"""
das Bett,698639,nominative/accusative neuter singular of der: the,"bed (piece of furniture, usually flat and soft, for resting or sleeping on; one's place of sleep or rest)"
sondern eine,698634,"rather, but (instead).",nominative/accusative feminine singular of ein
über seinen,698553,"[with accusative or dative] above, over (spatially)",inflection of sein:
Arm und,698363,poor (having little money),and
wurden von,698316,first/third-person plural preterite of werden,from
am Rande,698081,acronym of Anwendungsmanagement,beetroot
oder sogar,698064,"Oder (a major river in the Czech Republic, Poland and Germany)","even, actually, in fact"
ist dieser,697207,third-person singular present of sein,"this one, this"
andere als,696844,inflection of anderer,"at (approximately) the same moment, when, while, as"
der Wahl,696603,"nominative masculine singular definite article, the","choice, selection"
nur selten,696582,"only, just, merely, simply","rare, infrequent, uncommon, scarce"
die Einführung,696077,nominative/accusative singular feminine of der,introduction
seine Lippen,695694,inflection of seiner:,plural of Lippe
meinem Leben,695581,dative masculine/neuter singular of mein,"to live, to be alive"
das an,695577,nominative/accusative neuter singular of der: the,"on, upon, at, in, against"
als seine,695342,"at (approximately) the same moment, when, while, as",inflection of seiner:
sind von,695231,first-person plural present of sein,from
ihn aus,695095,"accusative of er; him, it (masculine, direct object).",out
im Garten,694761,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.","garden, yard (grounds at the front or back of a house)"
dann der,694707,"then, after that","nominative masculine singular definite article, the"
des Weiteren,694632,genitive masculine/neuter singular of der: the,inflection of weit:
oder einem,694627,"Oder (a major river in the Czech Republic, Poland and Germany)",dative masculine/neuter singular of ein
nicht vergessen,694596,"not, non- (negates the meaning of a verb, adjective, or adverb)",to forget (lose remembrance of)
die ihnen,694493,nominative/accusative singular feminine of der,"dative of sie; them, to them."
Sicht der,694485,view,"nominative masculine singular definite article, the"
aus diesen,694121,out,"accusative masculine singular of dieser; ""this"""
immer eine,693706,always,nominative/accusative feminine singular of ein
zum Ende,693580,"contraction of zu + dem, literally “to the; for the”","end, finish"
Luft und,693524,"air, atmosphere",and
dies war,693517,alternative form of dieses,first-person singular preterite of sein: was
jetzt auch,693509,"now (at this moment, right now)","also, too, as well (in addition to whatever or whoever has previously been listed)"
Weg nach,693364,away,"after, past (later in time)"
das Prinzip,693174,nominative/accusative neuter singular of der: the,principle
jetzt schon,693065,"now (at this moment, right now)","already (happening rather early, continuing rather long)"
ein Buch,692911,one,book (collection of sheets of paper bound together to hinge at one edge; long work fit for publication)
werden nicht,692851,"will, to be going to, forms the future tense","not, non- (negates the meaning of a verb, adjective, or adverb)"
mir doch,692842,"dative of ich: me, to me",yes; surely; really; on the contrary
mich die,692697,accusative of ich: me,nominative/accusative singular feminine of der
im Zimmer,692429,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.","room (separate part of a building, enclosed by walls, a floor and a ceiling)"
die Erfahrung,692424,nominative/accusative singular feminine of der,experience (event through which empirical knowledge is gained)
ich da,692382,I (first person singular nominative (subject) pronoun),there
darf nicht,692311,first/third-person present of dürfen,"not, non- (negates the meaning of a verb, adjective, or adverb)"
ist aus,692239,third-person singular present of sein,out
er muss,692098,he,first/third-person singular present of müssen
sie bereits,691956,she; her,already
vor seinem,691924,"in front of, ahead of (relative location in space)",dative masculine/neuter singular of sein
hatte auch,691493,first/third-person singular preterite of haben,"also, too, as well (in addition to whatever or whoever has previously been listed)"
wie oft,691298,how,often
den Einsatz,691163,inflection of der (“the”):,"something inserted, inset, inlay, compartment"
das nächste,690871,nominative/accusative neuter singular of der: the,inflection of nah:
Tisch und,690664,table (a piece of furniture with a relatively deep surface at roughly waist or knee level); specific uses include:,and
ist etwas,690509,third-person singular present of sein,something
zwei Tage,690349,two (numerical value represented by the Arabic numeral 2; or describing a set with two components),inflection of Tag:
im Verhältnis,690197,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.","relation, ratio"
innerhalb eines,689856,"within, inside (of)",genitive masculine/neuter singular of ein
dem Jahr,689848,dative masculine/neuter singular of der: the,"year (solar year, the time it takes the Earth to complete one orbit of the Sun)"
machte eine,689581,inflection of machen:,nominative/accusative feminine singular of ein
und zeigte,689520,and,inflection of zeigen:
bis an,689115,until,"on, upon, at, in, against"
nicht genau,688505,"not, non- (negates the meaning of a verb, adjective, or adverb)",exact
auch ihre,688259,"also, too, as well (in addition to whatever or whoever has previously been listed)",inflection of ihr:
des Krieges,687968,genitive masculine/neuter singular of der: the,genitive singular of Krieg
zu stehen,687736,"to, towards (indicates directionality)","to stand (to be upright, support oneself in an erect position)"
mit Ausnahme,687686,"with (in the company of, alongside)",exception
sie sagte,687680,she; her,inflection of sagen:
und hob,687446,and,first/third-person singular preterite of heben
hätte sich,687243,first/third-person singular subjunctive II of haben,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)"
was den,687229,what,inflection of der (“the”):
da in,687191,there,"[with dative] in, inside, within, at (inside a building)"
zu prüfen,687182,"to, towards (indicates directionality)","to check, test, examine"
zwar in,687137,"Signals a following contrary clause, which is usually introduced with aber (“but”), stressing that the speaker is aware of the contradiction, but that it does not invalidate the statement.","[with dative] in, inside, within, at (inside a building)"
erst die,687114,"first, at first",nominative/accusative singular feminine of der
nichts mit,686843,nothing,"with (in the company of, alongside)"
sind zu,686694,first-person plural present of sein,"to, towards (indicates directionality)"
die Ohren,686202,nominative/accusative singular feminine of der,plural of Ohr (“ears”)
denken und,686113,to think,and
oder was,686110,"Oder (a major river in the Czech Republic, Poland and Germany)",what
das durch,686030,nominative/accusative neuter singular of der: the,by means of; by; through
dachte an,685996,first/third-person singular preterite of denken,"on, upon, at, in, against"
das Glück,685874,nominative/accusative neuter singular of der: the,"happiness, joy, bliss (state or emotion)"
ihn noch,685811,"accusative of er; him, it (masculine, direct object).","still, yet (up to and including a given time)"
diesem Buch,685808,masculine/neuter dative singular of dieser,book (collection of sheets of paper bound together to hinge at one edge; long work fit for publication)
die bis,685676,nominative/accusative singular feminine of der,until
hätten sie,685618,first/third-person plural subjunctive II of haben,she; her
aber diese,685338,but; however; though,"nominative feminine singular of dieser; ""this"""
liegt die,685074,inflection of liegen:,nominative/accusative singular feminine of der
sie vielleicht,684890,she; her,"perhaps, maybe"
er keine,684635,he,feminine nominative/accusative of kein
sah die,684615,first/third-person singular preterite of sehen,nominative/accusative singular feminine of der
der neue,684586,"nominative masculine singular definite article, the",inflection of neu:
wie einen,684264,how,accusative masculine singular of ein
ihn so,684201,"accusative of er; him, it (masculine, direct object).","so, such, that"
in England,684152,"[with dative] in, inside, within, at (inside a building)",England (a constituent country of the United Kingdom)
das zweite,684047,nominative/accusative neuter singular of der: the,second
der Frauen,683767,"nominative masculine singular definite article, the",plural of Frau (“women”)
kann mich,683331,first/third-person singular present of können,accusative of ich: me
ihr Blick,682998,"you, ye (plural, familiar)","glance, look"
um der,682811,about,"nominative masculine singular definite article, the"
es kein,682525,"Refers to a neuter noun (person, animal, thing or abstract)",no; not a(n); not one; not any
zuckte mit,682316,inflection of zucken:,"with (in the company of, alongside)"
die Dauer,682224,nominative/accusative singular feminine of der,duration
das Verfahren,682217,nominative/accusative neuter singular of der: the,"procedure, process"
den Wert,681288,inflection of der (“the”):,"worth, worthy of"
sie ging,681207,she; her,first/third-person singular preterite of gehen
man als,681039,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)","at (approximately) the same moment, when, while, as"
Minuten später,680899,plural of Minute,comparative degree of spät; later
sie hätten,680849,she; her,first/third-person plural subjunctive II of haben
der Geist,680541,"nominative masculine singular definite article, the",spirit
sich sein,680471,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)",forms the present perfect and past perfect tenses of certain verbs
schnell und,680291,"quick, fast",and
ihn auch,680291,"accusative of er; him, it (masculine, direct object).","also, too, as well (in addition to whatever or whoever has previously been listed)"
nun an,680290,"now, at this moment","on, upon, at, in, against"
ob sich,680205,"Introduces an indirect question, a doubt. if, whether.","Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)"
über alle,680191,"[with accusative or dative] above, over (spatially)",inflection of all (“all”)
wir brauchen,680171,we,"to need, to be in need of, to require"
das Essen,680167,nominative/accusative neuter singular of der: the,to eat
weiter und,680165,comparative degree of weit,and
mit großen,680127,"with (in the company of, alongside)",inflection of groß:
es liegt,679743,"Refers to a neuter noun (person, animal, thing or abstract)",inflection of liegen:
genauso wie,679706,"just as, just the same",how
bestimmt nicht,679488,past participle of bestimmen (“to determine”),"not, non- (negates the meaning of a verb, adjective, or adverb)"
über ihr,679487,"[with accusative or dative] above, over (spatially)","you, ye (plural, familiar)"
sich gegenseitig,679216,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)","mutual, reciprocal"
für sein,679066,describes an abstract directionality towards a person or matter,forms the present perfect and past perfect tenses of certain verbs
jedem Fall,678986,masculine dative singular of jeder,singular imperative of fallen
groß und,678904,"big, large, large-scale",and
dem Begriff,678848,dative masculine/neuter singular of der: the,"term, word"
die folgende,678694,nominative/accusative singular feminine of der,inflection of folgend:
den Inhalt,678632,inflection of der (“the”):,content
dir zu,678610,"dative of du; you, to you.","to, towards (indicates directionality)"
damit nicht,678497,pronominal adverb of mit,"not, non- (negates the meaning of a verb, adjective, or adverb)"
werden mit,678271,"will, to be going to, forms the future tense","with (in the company of, alongside)"
im Ausland,678084,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.","foreign countries (collectively), abroad"
zu diesen,677903,"to, towards (indicates directionality)","accusative masculine singular of dieser; ""this"""
die Erinnerung,677763,nominative/accusative singular feminine of der,memory (recall); remembrance
Teil von,677709,"part, piece (of a whole, often in relation to living things or an abstract concept)",from
und später,677241,and,comparative degree of spät; later
man so,676780,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)","so, such, that"
die dann,676630,nominative/accusative singular feminine of der,"then, after that"
man könnte,676574,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)",first/third-person singular subjunctive II of können
sich langsam,676490,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)",slow (taking a long time to move or travel; not happening in a short time)
die Untersuchung,675988,nominative/accusative singular feminine of der,"examination, investigation"
Auswirkungen auf,675669,plural of Auswirkung,"[with dative] on, upon (positioned at the top of)"
der vom,675469,"nominative masculine singular definite article, the","contraction of von + dem, literally “from the, of the”"
und stand,675351,and,first/third-person singular preterite of stehen
Jahre lang,675316,"nominative/accusative/genitive plural of Jahr ""years""",long; lengthy (in space or time)
in ihnen,675098,"[with dative] in, inside, within, at (inside a building)","dative of sie; them, to them."
allen Seiten,675032,accusative singular masculine of alles (“all”),"plural of Seite ""pages/sides"""
denn so,674849,for; because; since,"so, such, that"
was mich,674807,what,accusative of ich: me
Vereinigten Staaten,674770,inflection of vereinigt:,plural of Staat
du jetzt,674715,"you (singular familiar), thou","now (at this moment, right now)"
denn wenn,674550,for; because; since,"when, whenever"
des Deutschen,674541,genitive masculine/neuter singular of der: the,inflection of deutsch:
zu trinken,674281,"to, towards (indicates directionality)","to drink (to drink liquids (in bottles, glasses, etc.) by mouth)"
eine Zeit,674073,nominative/accusative feminine singular of ein,time (as a concept)
um ihren,674061,about,inflection of ihr:
sollten die,673739,inflection of sollen:,nominative/accusative singular feminine of der
du hier,673315,"you (singular familiar), thou","here; in this place; refers to an environment one is currently in, or to something within reach"
gewesen und,673170,past participle of sein: been,and
geht nicht,673047,inflection of gehen:,"not, non- (negates the meaning of a verb, adjective, or adverb)"
keine andere,673023,feminine nominative/accusative of kein,inflection of anderer
die Hoffnung,673017,nominative/accusative singular feminine of der,"hope, the belief or expectation that something wished for can or will really happen."
es mich,672768,"Refers to a neuter noun (person, animal, thing or abstract)",accusative of ich: me
den Füßen,672709,inflection of der (“the”):,dative plural of Fuß
der Situation,672594,"nominative masculine singular definite article, the","situation, circumstances"
Sinne einer,672421,inflection of sinnen:,genitive/dative feminine singular of ein
die Grenze,672340,nominative/accusative singular feminine of der,border
ihm auch,672324,"dative of er; him, to him (indirect object); for him (in some cases).","also, too, as well (in addition to whatever or whoever has previously been listed)"
Zeit mit,672219,time (as a concept),"with (in the company of, alongside)"
der Annahme,672189,"nominative masculine singular definite article, the","presupposition, assumption, hypothesis"
legte die,672071,inflection of legen:,nominative/accusative singular feminine of der
er sprach,672067,he,first/third-person singular preterite of sprechen
wäre die,671941,first/third-person singular subjunctive II of sein,nominative/accusative singular feminine of der
im Unterschied,670949,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",difference
nicht vorstellen,670877,"not, non- (negates the meaning of a verb, adjective, or adverb)","to introduce (someone), to present"
ist ganz,670785,third-person singular present of sein,"entire, whole, complete"
dem Ziel,670755,dative masculine/neuter singular of der: the,singular imperative of zielen
der Spitze,670714,"nominative masculine singular definite article, the",cusp
ihr euch,670665,"you, ye (plural, familiar)","accusative and dative of ihr; you, yourselves"
ihre eigenen,670198,inflection of ihr:,inflection of eigen:
fast alle,670148,almost; nearly,inflection of all (“all”)
schien es,669967,first/third-person singular preterite of scheinen,"Refers to a neuter noun (person, animal, thing or abstract)"
ein Mädchen,669644,one,girl
Dabei wird,669611,"pronominal adverb of bei (replaces bei + demonstrative or personal pronoun, unless referring to people)",third-person singular present of werden
die Existenz,669481,nominative/accusative singular feminine of der,existence
seit den,669174,since,inflection of der (“the”):
ich gebe,669149,I (first person singular nominative (subject) pronoun),inflection of geben:
ist damit,669137,third-person singular present of sein,pronominal adverb of mit
sollte das,669012,inflection of sollen:,nominative/accusative neuter singular of der: the
mache ich,668991,inflection of machen:,I (first person singular nominative (subject) pronoun)
der seine,668822,"nominative masculine singular definite article, the",inflection of seiner:
und etwas,668784,and,something
sein muss,668459,forms the present perfect and past perfect tenses of certain verbs,first/third-person singular present of müssen
anderen Menschen,668339,inflection of anderer:,accusative/dative/genitive singular of Mensch
daß auch,668122,Formerly standard spelling of dass which was deprecated in the spelling reform (Rechtschreibreform) of 1996.,"also, too, as well (in addition to whatever or whoever has previously been listed)"
Konzept der,667999,"blueprint, draft","nominative masculine singular definite article, the"
dem alten,667741,dative masculine/neuter singular of der: the,inflection of alt:
von etwa,667625,from,approximately
zu achten,667540,"to, towards (indicates directionality)","to care about, to pay attention to"
der über,667474,"nominative masculine singular definite article, the","[with accusative or dative] above, over (spatially)"
wie weit,667400,how,wide
zwischen uns,667398,between,accusative/dative of wir: us
du da,667382,"you (singular familiar), thou",there
du warst,667146,"you (singular familiar), thou",second-person singular preterite of sein
gegen ihn,666466,against,"accusative of er; him, it (masculine, direct object)."
was von,665854,what,from
macht sich,665528,third-person singular present of machen,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)"
ich hörte,665471,I (first person singular nominative (subject) pronoun),inflection of hören:
wurde ich,665363,first/third-person singular preterite of werden,I (first person singular nominative (subject) pronoun)
uns im,665096,accusative/dative of wir: us,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi."
wurde mit,664926,first/third-person singular preterite of werden,"with (in the company of, alongside)"
im Wald,664587,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",forest; woods; woodland
sie tun,664470,she; her,to do (to perform or execute an action)
die Nachricht,664422,nominative/accusative singular feminine of der,"news, piece of news, notification"
der Wert,663997,"nominative masculine singular definite article, the","worth, worthy of"
zu nutzen,663798,"to, towards (indicates directionality)",gerund of nutzen
sondern um,663776,"rather, but (instead).",about
ihn von,663633,"accusative of er; him, it (masculine, direct object).",from
es also,663589,"Refers to a neuter noun (person, animal, thing or abstract)","so, therefore"
dann würde,662961,"then, after that",dignity
würde das,662894,dignity,nominative/accusative neuter singular of der: the
und einige,662757,and,inflection of einig:
die Behandlung,662751,nominative/accusative singular feminine of der,treatment
das wir,662666,nominative/accusative neuter singular of der: the,we
die Tochter,662611,nominative/accusative singular feminine of der,daughter
bis ins,662317,until,contraction of in (“(in)to”) + das (“the”) (accusative singular neuter)
ab dem,662308,beginning at that time or location; from,dative masculine/neuter singular of der: the
kann durch,662052,first/third-person singular present of können,by means of; by; through
gesagt hatte,662040,past participle of sagen,first/third-person singular preterite of haben
stand und,661527,first/third-person singular preterite of stehen,and
Hilfe von,661404,"help, aid",from
ganz schön,661242,"entire, whole, complete","beautiful, lovely, pretty, handsome"
all diese,661167,all,"nominative feminine singular of dieser; ""this"""
der uns,661077,"nominative masculine singular definite article, the",accusative/dative of wir: us
ihm war,660995,"dative of er; him, to him (indirect object); for him (in some cases).",first-person singular preterite of sein: was
sich dieser,660919,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)","this one, this"
aus denen,660867,out,dative plural of der
also das,660186,"so, therefore",nominative/accusative neuter singular of der: the
es zum,660162,"Refers to a neuter noun (person, animal, thing or abstract)","contraction of zu + dem, literally “to the; for the”"
glauben Sie,660120,to believe something (to consider true),she; her
dass ihm,659867,that,"dative of er; him, to him (indirect object); for him (in some cases)."
Körper und,659861,"body (of a person, animal, etc.)",and
die Mädchen,659679,nominative/accusative singular feminine of der,girl
damit eine,659642,pronominal adverb of mit,nominative/accusative feminine singular of ein
gestellt werden,659513,past participle of stellen,"will, to be going to, forms the future tense"
mit aller,659406,"with (in the company of, alongside)",inflection of all:
ein neuer,659306,one,comparative degree of neu
so weiter,659072,"so, such, that",comparative degree of weit
hinter ihr,658855,"behind, after","you, ye (plural, familiar)"
oder wenn,658812,"Oder (a major river in the Czech Republic, Poland and Germany)","when, whenever"
angesehen werden,658286,past participle of ansehen,"will, to be going to, forms the future tense"
Grundlage der,658110,foundation,"nominative masculine singular definite article, the"
aber nichts,658050,but; however; though,nothing
ein Lächeln,657796,one,to smile
es durch,657728,"Refers to a neuter noun (person, animal, thing or abstract)",by means of; by; through
dann kam,657539,"then, after that",first/third-person singular preterite of kommen
Bild von,657494,"depiction, image, picture",from
jedoch in,657355,"however, yet, nevertheless","[with dative] in, inside, within, at (inside a building)"
und viele,657224,and,inflection of viel:
unter ihnen,656732,under,"dative of sie; them, to them."
er sieht,656527,he,third-person singular present of sehen
Beschreibung der,656356,description,"nominative masculine singular definite article, the"
die besten,656309,nominative/accusative singular feminine of der,superlative degree of gut: (best)
du ein,656285,"you (singular familiar), thou",one
paar Minuten,656041,some; few; a few,plural of Minute
alles so,656015,everything; all,"so, such, that"
zu leisten,655815,"to, towards (indicates directionality)","to perform (a task, work), to accomplish (a task), to achieve (a goal)"
eine größere,655117,nominative/accusative feminine singular of ein,inflection of groß:
wir schon,655098,we,"already (happening rather early, continuing rather long)"
er legte,655092,he,inflection of legen:
erst jetzt,655015,"first, at first","now (at this moment, right now)"
so hatte,654927,"so, such, that",first/third-person singular preterite of haben
einer gewissen,654917,genitive/dative feminine singular of ein,conscience (moral sense or faculty)
Schülerinnen und,654830,plural of Schülerin,and
auch dem,654824,"also, too, as well (in addition to whatever or whoever has previously been listed)",dative masculine/neuter singular of der: the
die Bildung,654726,nominative/accusative singular feminine of der,"cultivation, refinement, education, culture"
nun aber,654699,"now, at this moment",but; however; though
a und,654504,"The first letter of the German alphabet, written in the Latin script.",and
zu viele,654312,"to, towards (indicates directionality)",inflection of viel:
mal die,654144,times (indicating multiplication of two numbers),nominative/accusative singular feminine of der
die Größe,654046,nominative/accusative singular feminine of der,"size, height"
des alten,654033,genitive masculine/neuter singular of der: the,inflection of alt:
sich beim,653806,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)","contraction of bei + dem: at the, by the, etc."
den Grund,653740,inflection of der (“the”):,"ground, land (usually as someone's property)"
die dort,653562,nominative/accusative singular feminine of der,"there, yonder"
erklärte er,653492,inflection of erklären:,he
zum Zeitpunkt,653470,"contraction of zu + dem, literally “to the; for the”","moment (instant of time), point in time, a timepoint"
also ein,653263,"so, therefore",one
dem Leben,653243,dative masculine/neuter singular of der: the,"to live, to be alive"
nickte und,653180,inflection of nicken:,and
er diese,652807,he,"nominative feminine singular of dieser; ""this"""
wusste er,652714,first/third-person singular preterite of wissen,he
etwa in,652663,approximately,"[with dative] in, inside, within, at (inside a building)"
Weg in,652613,away,"[with dative] in, inside, within, at (inside a building)"
zu warten,652566,"to, towards (indicates directionality)",to wait (for)
oder anderen,652152,"Oder (a major river in the Czech Republic, Poland and Germany)",inflection of anderer:
Kontakt zu,651971,contact,"to, towards (indicates directionality)"
ich mag,651959,I (first person singular nominative (subject) pronoun),first/third-person singular present of mögen
sich daran,651753,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)","on it, on that"
Hand zu,651749,hand,"to, towards (indicates directionality)"
oder an,651701,"Oder (a major river in the Czech Republic, Poland and Germany)","on, upon, at, in, against"
in Rom,651684,"[with dative] in, inside, within, at (inside a building)",Rome:
in so,651668,"[with dative] in, inside, within, at (inside a building)","so, such, that"
sich zwischen,651447,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)",between
so als,651247,"so, such, that","at (approximately) the same moment, when, while, as"
mir mit,651061,"dative of ich: me, to me","with (in the company of, alongside)"
zwei Jahren,650964,two (numerical value represented by the Arabic numeral 2; or describing a set with two components),dative plural of Jahr
werden zu,650874,"will, to be going to, forms the future tense","to, towards (indicates directionality)"
eine Gruppe,650802,nominative/accusative feminine singular of ein,group
